순위,관광지명,광역시,시/군/구,lat,lng,area_cd,are_nm,distance_to_center_km,중분류 카테고리,소분류 카테고리,검색건수,실내/실외 구분,추천 연령대,K-Beauty_추천_페르소나
1161,국립현대미술관덕수궁관,서울특별시,중구,37.5659384342432,126.973740099183,POI099,서울광장,0.374,문화관광,전시시설,1849,실내,3040세대,"중국, 일본, 미국"
1162,가양레포츠센터축구장,서울특별시,강서구,37.56035495059391,126.8653239565472,POI090,난지한강공원,1.172,문화관광,레저스포츠시설,1848,실내,전연령,공통(전체)
1163,롯데시네마에비뉴엘,서울특별시,중구,37.5642965417763,126.981844846266,POI003,명동 관광특구,0.348,문화관광,공연시설,1848,실내,전연령,"중국, 홍콩"
1164,서울성북미디어문화마루,서울특별시,성북구,37.60373769561506,127.02238882810002,POI026,미아사거리역,1.259,문화관광,기타문화관광지,1848,혼합,1020세대,일본
1165,MBC공개홀,서울특별시,마포구,37.5805673808096,126.892028067299,POI084,DMC(디지털미디어시티),0.77,문화관광,공연시설,1844,실내,전연령,"중국, 홍콩"
1166,잠원한강공원눈썰매장,서울특별시,서초구,37.5195682730757,127.010135475598,POI059,가로수길,1.119,레저스포츠,육상레저스포츠,1843,실외,3040세대,대만
1167,부암아트,서울특별시,종로구,37.595744372558,126.96410017884,POI067,서촌,2.052,문화관광,기타문화관광지,1841,혼합,1020세대,일본
1168,와우산배드민턴장,서울특별시,마포구,37.5519731076559,126.929894626659,POI055,홍대입구역(2호선),0.766,레저스포츠,기타레저스포츠,1830,혼합,전연령,공통(전체)
1169,신동교육문화회관,서울특별시,서초구,37.51633795665698,127.01243125839478,POI059,가로수길,1.036,레저스포츠,기타레저스포츠,1826,실내,전연령,공통(전체)
1170,여의도물빛무대,서울특별시,영등포구,37.532344593806926,126.9279987012228,POI126,여의서로,0.375,문화관광,공연시설,1826,실내,전연령,"중국, 홍콩"
1171,피크닉,서울특별시,중구,37.55694738165452,126.97812881011951,POI060,광장(전통)시장,0.252,문화관광,전시시설,1824,실내,3040세대,"중국, 일본, 미국"
1172,정릉아리랑시장,서울특별시,성북구,37.6028130673774,127.011224851724,POI035,성신여대입구역,1.212,쇼핑,시장,1819,혼합,5060세대,대만
1173,무신사개러지,서울특별시,마포구,37.55157469963834,126.9197280336496,POI053,합정역,0.5,문화관광,공연시설,1816,실내,전연령,"중국, 홍콩"
1174,서초아트센터,서울특별시,서초구,37.4870367495619,127.022017005301,POI018,교대역,0.959,문화관광,기타문화관광지,1815,실내,1020세대,일본
1175,종로꽃시장,서울특별시,종로구,37.571549863445,127.00667866550076,POI024,동대문역,0.349,쇼핑,시장,1813,혼합,5060세대,대만
1176,윤현상재 머티리얼 라이브러리,서울특별시,강남구,37.51248314125743,127.02947606266191,POI037,신논현역·논현역,0.923,문화관광,기타문화관광지,1812,혼합,1020세대,일본
1177,진양프라자,서울특별시,중구,37.56240217133743,126.9959389624403,POI003,명동 관광특구,0.946,쇼핑,쇼핑몰,1810,실내,3040세대,"중국, 일본, 미국, 홍콩"
1178,살곶이체육공원야구장,서울특별시,성동구,37.555122232592,127.050416247226,POI025,뚝섬역,0.916,문화관광,레저스포츠시설,1807,혼합,3040세대,대만
1179,골든블루키즈빌리지,서울특별시,송파구,37.49476484379673,127.12977256094234,POI058,가락시장,1.665,문화관광,테마공원,1801,혼합,3040세대,미국
1180,일민미술관,서울특별시,종로구,37.5698819940064,126.977637157186,POI088,광화문광장,0.309,문화관광,전시시설,1801,실내,3040세대,"중국, 일본, 미국"
1181,플레이즈라운지,서울특별시,성동구,37.54546929198692,127.0426550099514,POI068,성수카페거리,0.113,문화관광,테마공원,1797,혼합,3040세대,미국
1182,달맞이근린공원,서울특별시,성동구,37.5431946967624,127.021015115825,POI107,응봉산,0.96,문화관광,도시공원,1795,실외,3040세대,대만
1183,구세군서울후생원,서울특별시,서대문구,37.5681868897245,126.959477038987,POI124,서대문독립공원,0.779,체험관광,체험관광기타,1792,혼합,3040세대,대만
1184,롯데뮤지엄,서울특별시,송파구,37.5126405126229,127.102562422407,POI119,잠실역,0.219,문화관광,전시시설,1791,실내,3040세대,"중국, 일본, 미국"
1185,홍릉숲,서울특별시,동대문구,37.59396455518687,127.0448510609214,POI056,회기역,1.252,자연관광,자연공원,1788,실외,전연령,공통(전체)
1186,구의시장,서울특별시,광진구,37.54541479286191,127.08877598598896,POI102,아차산,0.763,쇼핑,시장,1786,혼합,5060세대,대만
1187,중계근린공원,서울특별시,노원구,37.6397141162325,127.065805252988,POI096,북서울꿈의숲,2.786,문화관광,도시공원,1785,실외,3040세대,대만
1188,국가평생교육진흥원,서울특별시,강서구,37.56299413475825,126.82675945330833,POI032,서울식물원·마곡나루역,0.377,체험관광,체험관광기타,1783,혼합,3040세대,대만
1189,서울형키즈카페서대문구북가좌1동점,서울특별시,서대문구,37.5762827897316,126.907515015862,POI084,DMC(디지털미디어시티),0.771,문화관광,테마공원,1779,실내,3040세대,미국
1190,정동1928,서울특별시,중구,37.56791343713202,126.97382995962536,POI001,강남 MICE 관광특구,0.4,문화관광,기타문화관광지,1777,혼합,1020세대,일본
1191,국립국악원예인마루,서울특별시,서초구,37.47732027276659,127.00763689472096,POI018,교대역,1.801,문화관광,기타문화관광지,1775,혼합,1020세대,일본
1192,조선일보뉴지엄,서울특별시,동작구,37.5062941566275,126.967169589263,POI108,이촌한강공원,1.253,문화관광,전시시설,1774,실내,3040세대,"중국, 일본, 미국"
1193,쌀박물관,서울특별시,중구,37.56638921580178,126.96762542217031,POI052,충정로역,0.776,문화관광,전시시설,1773,실내,3040세대,"중국, 일본, 미국"
1194,경의선숲길공원,서울특별시,마포구,37.53939454468178,126.95930819292111,POI046,용산역,1.145,문화관광,도시공원,1772,실외,3040세대,대만
1195,용천사,서울특별시,관악구,37.4748545044666,126.943587193089,POI031,서울대입구역,1.077,역사관광,종교성지,1771,혼합,5060세대,공통(전체)
1196,그라운드시소한남,서울특별시,용산구,37.53627767905861,127.00505755389744,POI004,이태원 관광특구,0.693,문화관광,전시시설,1767,실내,3040세대,"중국, 일본, 미국"
1197,삿갓봉근린공원,서울특별시,노원구,37.6579510215151,127.076116128972,POI070,쌍문역,3.797,문화관광,도시공원,1766,실외,3040세대,대만
1198,남촌공원,서울특별시,중랑구,37.5856774558668,127.091317995416,POI056,회기역,2.967,문화관광,도시공원,1765,실외,3040세대,대만
1199,서울특별시교육청융합과학교육원남산분원,서울특별시,중구,37.55459806753188,126.98094182272716,POI060,광장(전통)시장,0.588,문화관광,전시시설,1759,실내,3040세대,"중국, 일본, 미국"
1200,북한산국립공원도봉탐방지원센터,서울특별시,도봉구,37.68606889050921,127.03616552017614,POI070,쌍문역,4.175,기타관광,기타관광,1758,실내,3040세대,대만
1201,길마공원,서울특별시,은평구,37.6147234882187,126.915818316207,POI043,연신내역,0.682,문화관광,도시공원,1758,실외,3040세대,대만
1202,백구사,서울특별시,강서구,37.53606240960403,126.8428554015448,POI117,신정네거리역,1.971,역사관광,종교성지,1755,혼합,5060세대,공통(전체)
1203,을지로,서울특별시,중구,37.5663088721492,127.004581922665,POI083,DDP(동대문디자인플라자),0.48,기타관광,기타관광,1753,혼합,전연령,공통(전체)
1204,GROUND220,서울특별시,영등포구,37.529339558172,126.892226399002,POI125,안양천,0.962,문화관광,기타문화관광지,1747,혼합,1020세대,일본
1205,성수연방,서울특별시,성동구,37.54139704871741,127.05695851079544,POI025,뚝섬역,1.065,문화관광,기타문화관광지,1747,혼합,1020세대,일본
1206,신신림시장,서울특별시,관악구,37.4708804938733,126.932240389547,POI039,신림역,1.505,쇼핑,시장,1744,혼합,5060세대,대만
1207,세실아트홀,서울특별시,강남구,37.5281455599253,127.031853473236,POI071,압구정로데오거리,0.662,문화관광,공연시설,1742,실내,전연령,"중국, 홍콩"
1208,아스트로하이서울센터,서울특별시,중구,37.5638673650947,126.971250732145,POI131,숭례문,0.559,레저스포츠,기타레저스포츠,1742,실내,전연령,공통(전체)
1209,수안사,서울특별시,서초구,37.4863301280124,127.023224374954,POI041,양재역,0.985,역사관광,종교성지,1739,혼합,5060세대,공통(전체)
1210,통일상가,서울특별시,중구,37.56888473460364,127.00639883912297,POI083,DDP(동대문디자인플라자),0.363,쇼핑,쇼핑몰,1738,실내,3040세대,"중국, 일본, 미국, 홍콩"
1211,홈런야구장,서울특별시,서대문구,34.9669036712286,127.48476167735,POI112,청계산,278.677,레저스포츠,기타레저스포츠,1734,혼합,전연령,공통(전체)
1212,홍제배드민턴장,서울특별시,서대문구,37.59503890414581,126.9493733969074,POI128,홍제폭포,1.896,레저스포츠,기타레저스포츠,1734,혼합,전연령,공통(전체)
1213,반얀트리클럽앤스파서울오아시스,서울특별시,중구,37.5505919302768,127.002910629957,POI091,남산공원,1.217,문화관광,테마공원,1731,혼합,3040세대,미국
1214,신내차량기지야구장,서울특별시,중랑구,37.61043064794935,127.1119292374025,POI056,회기역,5.272,문화관광,레저스포츠시설,1728,혼합,전연령,공통(전체)
1215,그랜드하얏트서울아이스링크,서울특별시,용산구,37.5394231530182,126.997497141128,POI004,이태원 관광특구,0.502,레저스포츠,육상레저스포츠,1722,실외,전연령,공통(전체)
1216,백두쇼핑센터,서울특별시,강동구,37.55827003962115,127.16900922003946,POI016,고덕역,1.357,쇼핑,쇼핑몰,1714,실내,3040세대,"중국, 일본, 미국, 홍콩"
1217,예술나무씨어터,서울특별시,구로구,37.5000826217182,126.884132790487,POI020,구로역,0.397,문화관광,공연시설,1714,실내,전연령,"중국, 홍콩"
1218,광륜사,서울특별시,도봉구,37.6877782429873,127.035513315185,POI070,쌍문역,4.363,역사관광,종교성지,1710,혼합,5060세대,공통(전체)
1219,야크돔,서울특별시,강북구,37.6624584669085,127.009669795218,POI070,쌍문역,2.689,문화관광,테마공원,1708,혼합,3040세대,미국
1220,삼각지어린이공원,서울특별시,용산구,37.53452277283,126.975371308143,POI030,삼각지역,0.216,문화관광,도시공원,1705,실외,3040세대,대만
1221,모자원고개,서울특별시,동작구,37.4945272572592,126.927342963987,POI123,보라매공원,0.618,자연관광,자연경관(산),1702,실외,5060세대,공통(전체)
1222,금천문화예술정보학교,서울특별시,금천구,37.4789362807942,126.906885548275,POI019,구로디지털단지역,0.85,체험관광,체험관광기타,1695,혼합,3040세대,대만
1223,우이동계곡,서울특별시,강북구,37.6728786134725,127.004579399299,POI070,쌍문역,3.786,자연관광,자연경관(산),1692,실외,5060세대,공통(전체)
1224,국립기상박물관,서울특별시,종로구,37.5714163900279,126.966264876069,POI088,광화문광장,0.948,문화관광,전시시설,1691,실내,3040세대,"중국, 일본, 미국"
1225,황학동벼룩시장,서울특별시,중구,37.5690646630335,127.017821256877,POI002,동대문 관광특구,0.44,쇼핑,시장,1690,혼합,5060세대,대만
1226,민속극장풍류,서울특별시,강남구,37.510090729955984,127.04461985956654,POI034,선릉역,0.73,문화관광,공연시설,1681,실내,전연령,"중국, 홍콩"
1227,호국지장사,서울특별시,동작구,37.4988836325419,126.964897504681,POI108,이촌한강공원,2.101,역사관광,종교성지,1680,혼합,5060세대,공통(전체)
1228,공덕시장,서울특별시,마포구,37.54481636866869,126.95337467321116,POI040,신촌·이대역,1.637,쇼핑,시장,1671,혼합,5060세대,대만
1229,홍대거리,서울특별시,마포구,37.5559412279911,126.924263894094,POI055,홍대입구역(2호선),0.112,문화관광,테마공원,1669,혼합,1020세대,미국
1230,동대문종합시장N동,서울특별시,종로구,37.5708172668874,127.008077710201,POI024,동대문역,0.244,쇼핑,시장,1667,혼합,5060세대,대만
1231,금천베이스볼파크,서울특별시,금천구,37.4827149153308,126.875381365287,POI013,가산디지털단지역,0.692,문화관광,레저스포츠시설,1664,혼합,전연령,"미국, 홍콩"
1232,두리춤터,서울특별시,서초구,37.4931038869844,126.98915796413,POI051,총신대입구(이수)역,1.091,문화관광,공연시설,1664,실내,전연령,"중국, 홍콩"
1233,홍대놀이터,서울특별시,마포구,37.5590653789899,126.923477534712,POI055,홍대입구역(2호선),0.245,문화관광,테마공원,1658,혼합,1020세대,미국
1234,해오름공원,서울특별시,광진구,37.5568306213216,127.092065955541,POI102,아차산,0.555,문화관광,도시공원,1657,실외,3040세대,대만
1235,송파유소년야구장,서울특별시,송파구,37.503578112513495,127.0765427023514,POI118,잠실새내역,1.243,문화관광,레저스포츠시설,1657,혼합,전연령,공통(전체)
1236,극락사,서울특별시,중랑구,37.6047305330397,127.113352149876,POI011,서울 암사동 유적,5.134,역사관광,종교성지,1657,혼합,5060세대,공통(전체)
1237,언더커버송파,서울특별시,송파구,37.51578506173115,127.11241211470328,POI127,올림픽공원,0.91,레저스포츠,기타레저스포츠,1645,혼합,전연령,공통(전체)
1238,서울시민대학다시가는캠퍼스,서울특별시,관악구,37.472217962491,126.958335121861,POI031,서울대입구역,1.124,체험관광,체험관광기타,1642,혼합,3040세대,대만
1239,대림미술관,서울특별시,종로구,37.5775449688657,126.97336244129605,POI067,서촌,0.133,문화관광,전시시설,1640,실내,3040세대,"중국, 일본, 미국"
1240,서대문구립인조잔디구장,서울특별시,서대문구,37.5801548056597,126.930486341661,POI128,홍제폭포,0.627,문화관광,레저스포츠시설,1639,혼합,전연령,공통(전체)
1241,미래한강본부난지안내센터,서울특별시,마포구,37.5627684017475,126.885516229928,POI090,난지한강공원,0.994,기타관광,기타관광,1628,실내,전연령,공통(전체)
1242,더줌아트센터,서울특별시,용산구,37.53582887875918,127.00704772134657,POI004,이태원 관광특구,0.858,문화관광,기타문화관광지,1628,실내,1020세대,일본
1243,건설기술교육원강남분원,서울특별시,강남구,37.50072920830569,127.03073805762732,POI014,강남역,0.38,체험관광,체험관광기타,1627,혼합,3040세대,대만
1244,KBS아트홀,서울특별시,영등포구,37.5258272783362,126.915221437055,POI126,여의서로,1.045,문화관광,공연시설,1625,실내,전연령,"중국, 홍콩"
1245,초안산도자기체험장,서울특별시,노원구,37.63398480946764,127.04447631446789,POI096,북서울꿈의숲,1.182,문화관광,기타문화관광지,1625,혼합,1020세대,일본
1246,돈암동아리랑고개,서울특별시,성북구,37.6013314943058,127.014399958009,POI035,성신여대입구역,0.96,자연관광,자연경관(산),1624,실외,5060세대,공통(전체)
1247,이촌종합시장,서울특별시,용산구,37.5204094106495,126.975045636157,POI089,국립중앙박물관·용산가족공원,0.335,쇼핑,시장,1622,혼합,5060세대,대만
1248,서울시민대학동남권캠퍼스,서울특별시,강동구,37.5578928583606,127.169403355612,POI016,고덕역,1.38,체험관광,체험관광기타,1621,혼합,3040세대,대만
1249,엑스퍼트컨설팅,서울특별시,송파구,37.4943249972455,127.121444515579,POI058,가락시장,0.929,체험관광,체험관광기타,1617,혼합,3040세대,대만
1250,키즈플래닛,서울특별시,강남구,37.51989271554951,127.04703061900103,POI080,청담동 명품거리,0.699,문화관광,테마공원,1616,혼합,3040세대,미국
1251,동십자각,서울특별시,종로구,37.5761135968244,126.979405814112,POI129,송현녹지광장,0.21,역사관광,역사유적지,1616,실외,5060세대,공통(전체)
1252,동부시장,서울특별시,동대문구,37.5673026811195,127.052765251199,POI049,장한평역,1.154,쇼핑,시장,1614,혼합,5060세대,대만
1253,큐리키즈카페은평뉴타운점,서울특별시,은평구,37.6348541597258,126.919584151133,POI043,연신내역,1.745,문화관광,테마공원,1611,실내,3040세대,미국
1254,플레이랩송파점,서울특별시,송파구,37.47700821069199,127.13423012924842,POI048,장지역,0.733,문화관광,테마공원,1611,혼합,3040세대,미국
1255,서울혁신파크(폐쇄),서울특별시,은평구,37.6088194494522,126.931340790023,POI043,연신내역,1.465,문화관광,기타문화관광지,1608,혼합,1020세대,일본
1256,삼청공원,서울특별시,종로구,37.5895823159869,126.983686538484,POI066,북촌한옥마을,0.875,문화관광,도시공원,1602,실외,3040세대,대만
1257,크라운해태키즈뮤지엄,서울특별시,용산구,37.540836636726,126.973762483462,POI030,삼각지역,0.715,문화관광,테마공원,1601,혼합,3040세대,미국
1258,송해아트홀,서울특별시,구로구,37.5069477275068,126.883570252589,POI020,구로역,0.416,문화관광,공연시설,1599,실내,전연령,"중국, 홍콩"
1259,청담평생학습관,서울특별시,강남구,37.5191126816225,127.046437388749,POI080,청담동 명품거리,0.781,체험관광,체험관광기타,1595,혼합,3040세대,대만
1260,연서어린이공원,서울특별시,서대문구,37.5721657210858,126.923264903362,POI073,연남동,0.965,문화관광,도시공원,1591,실외,3040세대,대만
1261,금선사,서울특별시,종로구,37.6203593420198,126.953581265531,POI043,연신내역,2.863,역사관광,종교성지,1590,혼합,5060세대,공통(전체)
1262,북아현아트홀,서울특별시,서대문구,37.5618568374173,126.955437569333,POI052,충정로역,0.689,문화관광,공연시설,1590,실내,전연령,"중국, 홍콩"
1263,실험누리과학관,서울특별시,강남구,37.49662251898307,127.0552327429771,POI034,선릉역,1.036,문화관광,전시시설,1589,실내,3040세대,"중국, 일본, 미국"
1264,키주파크금천독산점,서울특별시,금천구,37.460821730029,126.893339828021,POI013,가산디지털단지역,2.372,문화관광,테마공원,1587,혼합,3040세대,미국
1265,법련사,서울특별시,종로구,37.576763290159015,126.97984826911976,POI129,송현녹지광장,0.166,역사관광,종교성지,1586,혼합,5060세대,공통(전체)
1266,보라매공원인조잔디구장,서울특별시,동작구,37.4914800047932,126.918960144148,POI123,보라매공원,0.243,문화관광,레저스포츠시설,1586,혼합,3040세대,대만
1267,신풍시장,서울특별시,영등포구,37.505091724795534,126.9047641668614,POI038,신도림역,1.26,쇼핑,시장,1584,혼합,5060세대,대만
1268,이네오스 그레나디어 서울,서울특별시,강남구,37.518907823241896,127.02728862234576,POI059,가로수길,0.455,문화관광,전시시설,1582,실내,3040세대,"중국, 일본, 미국"
1269,플랩스타디움가산디지털엠파이어,서울특별시,금천구,37.4655305655987,126.887667693039,POI013,가산디지털단지역,1.711,레저스포츠,기타레저스포츠,1581,혼합,전연령,공통(전체)
1270,성동AI미래기술체험센터,서울특별시,성동구,37.55461610010451,127.04045789382744,POI045,왕십리역,0.797,체험관광,체험관광기타,1581,실내,3040세대,대만
1271,한솔동의보감,서울특별시,동대문구,37.579039740933176,127.03943411053308,POI045,왕십리역,1.987,쇼핑,쇼핑몰,1580,실내,3040세대,"중국, 일본, 미국, 홍콩"
1272,성북구립미술관,서울특별시,성북구,37.5948451259332,126.994886397801,POI054,혜화역,1.553,문화관광,전시시설,1578,실내,3040세대,"중국, 일본, 미국"
1273,우리옛돌박물관,서울특별시,성북구,37.60090128282046,126.99008564748388,POI066,북촌한옥마을,2.178,문화관광,전시시설,1577,실내,3040세대,"중국, 일본, 미국"
1274,응봉산암벽공원,서울특별시,성동구,37.5484075602503,127.030694254318,POI107,응봉산,0.078,문화관광,도시공원,1575,실외,3040세대,대만
1275,농업박물관,서울특별시,중구,37.5667299831859,126.968329319115,POI052,충정로역,0.842,문화관광,전시시설,1574,실내,3040세대,"중국, 일본, 미국"
1276,청계8가,서울특별시,중구,37.5718675963494,127.023350524799,POI002,동대문 관광특구,0.974,기타관광,기타관광,1573,혼합,전연령,공통(전체)
1277,서울효정학교,서울특별시,강북구,37.6271283646973,127.016221975857,POI036,수유역,1.449,체험관광,체험관광기타,1571,혼합,3040세대,대만
1278,김세중미술관,서울특별시,용산구,37.5419764956208,126.963881564986,POI030,삼각지역,1.157,문화관광,전시시설,1570,실내,3040세대,"중국, 일본, 미국"
1279,서초구 방배동 남태령전원마을,서울특별시,서초구,37.4665854669839,126.990102281597,POI029,사당역,1.341,역사관광,역사유적지,1569,실외,5060세대,공통(전체)
1280,노원어린이극장,서울특별시,노원구,37.6543751628167,127.063720574449,POI070,쌍문역,2.64,문화관광,공연시설,1567,실내,3040세대,"중국, 홍콩"
1281,서울책보고,서울특별시,송파구,37.52226188885297,127.10409031045576,POI119,잠실역,1.052,문화관광,기타문화관광지,1562,혼합,1020세대,일본
1282,렛츠런CCC동대문지점,서울특별시,동대문구,37.5250824932182,127.051350820704,POI080,청담동 명품거리,0.482,문화관광,기타문화관광지,1561,혼합,1020세대,일본
1283,클럽롤러힐,서울특별시,동대문구,37.5733194760319,127.063817853438,POI049,장한평역,1.303,레저스포츠,육상레저스포츠,1559,실외,전연령,공통(전체)
1284,아차산어울림정원,서울특별시,광진구,37.55184954938508,127.10024978731548,POI102,아차산,0.943,문화관광,도시공원,1552,실외,전연령,대만
1285,더클라임연남점,서울특별시,마포구,37.5576667697525,126.925891892022,POI055,홍대입구역(2호선),0.206,레저스포츠,기타레저스포츠,1551,혼합,전연령,공통(전체)
1286,S&C피지컬센터,서울특별시,서초구,37.4930149193713,126.992081071423,POI051,총신대입구(이수)역,1.257,레저스포츠,기타레저스포츠,1547,실내,전연령,공통(전체)
1287,세곡어린이실내놀이터,서울특별시,강남구,37.4642581189651,127.106736265882,POI048,장지역,2.345,문화관광,테마공원,1547,실내,3040세대,미국
1288,영등포 파크골프장,서울특별시,영등포구,37.540033015840194,126.88780268529298,POI103,양화한강공원,1.357,레저스포츠,육상레저스포츠,1546,실외,전연령,"미국, 홍콩"
1289,FB시어터,서울특별시,성동구,37.544843697085504,127.03538769038602,POI101,서울숲공원,0.205,문화관광,공연시설,1545,실내,전연령,"중국, 홍콩"
1290,이경시장,서울특별시,동대문구,37.595811065091695,127.06528306068309,POI056,회기역,0.924,쇼핑,시장,1537,혼합,5060세대,대만
1291,학도암,서울특별시,노원구,37.6519769282791,127.089758250757,POI070,쌍문역,4.866,역사관광,종교성지,1532,혼합,5060세대,공통(전체)
1292,국립정동극장세실,서울특별시,중구,37.5667642080192,126.97590401119,POI001,강남 MICE 관광특구,0.187,문화관광,공연시설,1531,실내,전연령,"중국, 홍콩"
1293,신설동종합시장,서울특별시,종로구,37.5726682363145,127.020344198416,POI002,동대문 관광특구,0.767,쇼핑,시장,1527,혼합,5060세대,대만
1294,헬로방방남가좌충암점,서울특별시,서대문구,37.58465869385332,126.9229441298232,POI128,홍제폭포,1.357,문화관광,테마공원,1521,혼합,3040세대,미국
1295,아크풋살스타디움,서울특별시,도봉구,37.642918085582,127.03657515287,POI070,쌍문역,0.648,레저스포츠,기타레저스포츠,1520,혼합,전연령,공통(전체)
1296,논현동가구거리,서울특별시,강남구,37.5124049314709,127.024779773951,POI037,신논현역·논현역,0.847,쇼핑,기타쇼핑시설,1518,혼합,전연령,공통(전체)
1297,몽키즈클라이밍답십리점,서울특별시,동대문구,37.6151334164563,127.093769919844,POI056,회기역,4.224,레저스포츠,기타레저스포츠,1513,혼합,3040세대,공통(전체)
1298,아이스스퀘어,서울특별시,서대문구,37.5582498808386,126.933750365362,POI122,신촌 스타광장,0.294,레저스포츠,육상레저스포츠,1510,실외,전연령,공통(전체)
1299,푸투라서울휴업중,서울특별시,종로구,37.58226549204323,126.98473309985152,POI066,북촌한옥마을,0.056,문화관광,전시시설,1510,실내,3040세대,"중국, 일본, 미국"
1300,휘겸재,서울특별시,종로구,37.580844746328935,126.98570135077264,POI066,북촌한옥마을,0.129,역사관광,역사유적지,1504,실외,5060세대,공통(전체)
1301,예향재,서울특별시,성북구,37.594015785118906,126.98871758928506,POI066,북촌한옥마을,1.405,문화관광,기타문화관광지,1502,혼합,1020세대,일본
1302,로꼬풋살스타디움잠실점,서울특별시,송파구,37.51163666953194,127.09628812727496,POI119,잠실역,0.394,레저스포츠,기타레저스포츠,1501,혼합,전연령,공통(전체)
1303,보라매시민안전체험관,서울특별시,동작구,37.4927707041682,126.91702284245584,POI123,보라매공원,0.314,문화관광,기타문화관광지,1498,혼합,1020세대,일본
1304,서남물재생센터축구장,서울특별시,강서구,37.57932266134807,126.82847976907478,POI032,서울식물원·마곡나루역,1.446,문화관광,레저스포츠시설,1496,실내,전연령,공통(전체)
1305,서울형키즈카페도봉구창3동점,서울특별시,도봉구,37.63350129891391,127.0411135310053,POI096,북서울꿈의숲,1.101,문화관광,테마공원,1495,실내,3040세대,미국
1306,JCC아트센터,서울특별시,종로구,37.58717056978467,127.0019021190422,POI054,혜화역,0.57,문화관광,기타문화관광지,1494,실내,1020세대,일본
1307,계남근린공원,서울특별시,양천구,37.51385158912356,126.84818763253872,POI117,신정네거리역,0.821,문화관광,도시공원,1486,실외,3040세대,대만
1308,이태원앤틱가구거리,서울특별시,용산구,37.5335268984122,126.994383719145,POI077,이태원 앤틱가구거리,0.0,쇼핑,기타쇼핑시설,1484,혼합,1020세대,공통(전체)
1309,예스24원더로크홀,서울특별시,서대문구,37.5565739189228,126.940306947733,POI040,신촌·이대역,0.302,문화관광,공연시설,1478,실내,전연령,"중국, 홍콩"
1310,정말공원,서울특별시,광진구,37.5332198923109,127.078405849389,POI093,뚝섬한강공원,0.943,문화관광,도시공원,1477,실외,3040세대,대만
1311,수락산당고개지구공원,서울특별시,노원구,37.66890106147808,127.07685952209157,POI070,쌍문역,4.35,문화관광,도시공원,1477,실외,3040세대,대만
1312,헬로방방목동점,서울특별시,양천구,37.5226403002178,126.863989043691,POI117,신정네거리역,1.015,문화관광,테마공원,1476,혼합,3040세대,미국
1313,국립예술단체공연연습장,서울특별시,서초구,37.47795055138868,127.01262839827452,POI018,교대역,1.648,문화관광,공연시설,1476,실내,전연령,"중국, 홍콩"
1314,에이트랙,서울특별시,강서구,37.56084130257194,126.82961208177323,POI032,서울식물원·마곡나루역,0.648,레저스포츠,기타레저스포츠,1474,혼합,전연령,공통(전체)
1315,금호프라자,서울특별시,노원구,37.6570974986108,127.062846879705,POI070,쌍문역,2.658,쇼핑,쇼핑몰,1471,실내,3040세대,"중국, 일본, 미국, 홍콩"
1316,법화정사,서울특별시,동대문구,37.5790641423034,127.03334687065994,POI045,왕십리역,2.006,역사관광,종교성지,1469,혼합,5060세대,공통(전체)
1317,용왕산근린공원,서울특별시,양천구,37.5431163369596,126.878788691171,POI125,안양천,1.789,문화관광,도시공원,1469,실외,3040세대,대만
1318,아이스맥스,서울특별시,노원구,37.6305647146348,127.060563318409,POI096,북서울꿈의숲,1.843,레저스포츠,기타레저스포츠,1468,혼합,전연령,공통(전체)
1319,브라움홀,서울특별시,서초구,37.4802738840237,127.005838412518,POI018,교대역,1.557,문화관광,공연시설,1462,실내,전연령,"중국, 홍콩"
1320,크로스핏페인스톰,서울특별시,강남구,37.52461754006707,127.03070486775106,POI071,압구정로데오거리,0.782,레저스포츠,기타레저스포츠,1461,혼합,전연령,공통(전체)
1321,홍명보어린이축구교실서초센터,서울특별시,서초구,37.472842271142,126.992642791179,POI029,사당역,1.062,레저스포츠,기타레저스포츠,1461,실내,3040세대,공통(전체)
1322,잠실파크골프장,서울특별시,송파구,37.512966017477,127.077407393838,POI109,잠실종합운동장,0.427,레저스포츠,육상레저스포츠,1460,실외,전연령,"미국, 홍콩"
1323,백년시장,서울특별시,강북구,37.64202437614176,127.02615635985384,POI036,수유역,0.464,쇼핑,시장,1458,혼합,5060세대,대만
1324,서울특별시교육청마포평생학습관아현분관,서울특별시,마포구,37.5538746652143,126.957230424014,POI052,충정로역,0.891,체험관광,체험관광기타,1456,혼합,3040세대,대만
1325,루다풋살장,서울특별시,도봉구,37.661464651906,127.027182052834,POI070,쌍문역,1.58,레저스포츠,기타레저스포츠,1454,혼합,전연령,공통(전체)
1326,한예극장,서울특별시,종로구,37.578212814024,127.004709444748,POI054,혜화역,0.491,문화관광,공연시설,1453,실내,전연령,"중국, 홍콩"
1327,삼모아트센터,서울특별시,관악구,37.4822384711187,126.928919654579,POI039,신림역,0.237,문화관광,공연시설,1452,실내,전연령,"중국, 홍콩"
1328,헬로애니멀,서울특별시,도봉구,37.66810046305134,127.04696983534636,POI070,쌍문역,2.43,문화관광,테마공원,1450,혼합,3040세대,미국
1329,조광시장,서울특별시,영등포구,37.52252939487319,126.90104399682303,POI074,영등포 타임스퀘어,0.635,쇼핑,시장,1442,혼합,5060세대,대만
