순위,관광지명,광역시,시/군/구,lat,lng,area_cd,are_nm,distance_to_center_km,중분류 카테고리,소분류 카테고리,검색건수,실내/실외 구분,추천 연령대,K-Beauty_추천_페르소나
1,더현대서울,서울특별시,영등포구,37.525872071029134,126.9284461241116,POI105,여의도한강공원,0.592,쇼핑,백화점,874296,실내,3040세대,"중국, 일본, 홍콩"
2,가락동농수산물도매시장,서울특별시,송파구,37.4939064359251,127.110954502539,POI058,가락시장,0.003,쇼핑,시장,715801,혼합,5060세대,대만
3,코엑스,서울특별시,강남구,37.51266138067201,127.05882784390124,POI034,선릉역,1.257,문화관광,전시시설,692447,실내,3040세대,"중국, 일본, 미국"
4,신세계백화점강남점,서울특별시,서초구,37.5045443762109,127.004489930085,POI017,고속터미널역,0.056,쇼핑,백화점,683835,실내,3040세대,"중국, 일본, 홍콩"
5,타임스퀘어,서울특별시,영등포구,37.5172951503156,126.90393083403768,POI074,영등포 타임스퀘어,0.0,쇼핑,쇼핑몰,676320,실내,3040세대,"중국, 일본, 미국, 홍콩"
6,HDC아이파크몰용산점,서울특별시,용산구,37.529771801479,126.964741616619,POI046,용산역,0.035,쇼핑,백화점,654867,실내,3040세대,"중국, 일본, 홍콩"
7,롯데월드몰,서울특별시,송파구,37.51260447840551,127.10255558658324,POI119,잠실역,0.22,쇼핑,쇼핑몰,544223,실내,3040세대,"중국, 일본, 미국, 홍콩"
8,노량진수산시장,서울특별시,동작구,37.514766187527776,126.93777601640096,POI063,노량진,0.684,쇼핑,시장,511167,혼합,5060세대,대만
9,IFC몰,서울특별시,영등포구,37.5250415765605,126.92589589473786,POI105,여의도한강공원,0.828,쇼핑,쇼핑몰,428507,실내,3040세대,"중국, 일본, 미국, 홍콩"
10,롯데백화점본점,서울특별시,중구,37.564905601247865,126.98175414832636,POI099,서울광장,0.344,쇼핑,백화점,388521,실내,3040세대,"중국, 일본, 홍콩"
11,동서울종합터미널,서울특별시,광진구,37.53460761349826,127.09418832407404,POI102,아차산,2.004,기타관광,교통시설,382982,혼합,전연령,공통(전체)
12,현대백화점목동점,서울특별시,양천구,37.526654089298255,126.87525853214666,POI125,안양천,0.568,쇼핑,백화점,378709,실내,3040세대,"중국, 일본, 홍콩"
13,롯데월드잠실점,서울특별시,송파구,37.51375175848951,127.10426851557892,POI119,잠실역,0.359,문화관광,테마공원,357082,혼합,3040세대,미국
14,현대백화점무역센터점,서울특별시,강남구,37.508651435836725,127.05977475920854,POI034,선릉역,1.06,쇼핑,백화점,333726,실내,3040세대,"중국, 일본, 홍콩"
15,현대백화점압구정본점,서울특별시,강남구,37.52737270067088,127.0274681898568,POI111,잠원한강공원,0.743,쇼핑,백화점,327825,실내,3040세대,"중국, 일본, 홍콩"
16,롯데백화점잠실점,서울특별시,송파구,37.5122444945046,127.098896048679,POI119,잠실역,0.167,쇼핑,백화점,324072,실내,3040세대,"중국, 일본, 홍콩"
17,국립중앙박물관,서울특별시,용산구,37.52384681210344,126.98020301886912,POI089,국립중앙박물관·용산가족공원,0.287,문화관광,전시시설,305795,실내,3040세대,"중국, 일본, 미국"
18,예술의전당,서울특별시,서초구,37.479446101344905,127.01375358339828,POI018,교대역,1.479,문화관광,공연시설,301663,실내,전연령,"중국, 홍콩"
19,여의도한강공원,서울특별시,영등포구,37.52638860108943,126.93512931714196,POI105,여의도한강공원,0.0,문화관광,도시공원,298641,실외,3040세대,대만
20,가든파이브라이프,서울특별시,송파구,37.47779072112255,127.12479134707128,POI048,장지역,0.154,쇼핑,쇼핑몰,285452,실내,3040세대,"중국, 일본, 미국, 홍콩"
21,어린이대공원,서울특별시,광진구,37.55147044344215,127.08378909469192,POI104,어린이대공원,0.0,문화관광,테마공원,271028,혼합,3040세대,미국
22,롯데백화점청량리점,서울특별시,동대문구,37.58082967458468,127.0476836634231,POI056,회기역,1.352,쇼핑,백화점,260076,실내,3040세대,"중국, 일본, 홍콩"
23,롯데백화점노원점,서울특별시,노원구,37.65507468704351,127.06133796050445,POI070,쌍문역,2.459,쇼핑,백화점,256760,실내,3040세대,"중국, 일본, 홍콩"
24,신세계백화점본점디에스테이트,서울특별시,중구,37.56026711864722,126.98079324400408,POI114,북창동 먹자골목,0.28,쇼핑,백화점,254167,실내,3040세대,"중국, 일본, 홍콩"
25,롯데몰은평점,서울특별시,은평구,37.6375370342509,126.91789992144244,POI043,연신내역,2.058,쇼핑,쇼핑몰,228543,실내,3040세대,"중국, 일본, 미국, 홍콩"
26,올림픽공원,서울특별시,송파구,37.5205340628851,127.120812783275,POI127,올림픽공원,0.0,문화관광,도시공원,223631,실외,3040세대,대만
27,현대백화점천호점,서울특별시,강동구,37.5387565464916,127.124535330064,POI050,천호역,0.06,쇼핑,백화점,221317,실내,3040세대,"중국, 일본, 홍콩"
28,CGV용산아이파크몰,서울특별시,용산구,37.52965451992058,126.96423822386969,POI046,용산역,0.07,문화관광,공연시설,209494,실내,전연령,"중국, 홍콩"
29,NC백화점강서점,서울특별시,강서구,37.55997536195808,126.84051669137811,POI027,발산역,0.284,쇼핑,백화점,181629,실내,3040세대,"중국, 일본, 홍콩"
30,신세계백화점본점더리저브,서울특별시,중구,37.560948320099605,126.9810896051334,POI114,북창동 먹자골목,0.278,쇼핑,백화점,179416,실내,3040세대,"중국, 일본, 홍콩"
31,강서농산물도매시장,서울특별시,강서구,37.55304361317403,126.8207765790854,POI032,서울식물원·마곡나루역,1.586,쇼핑,시장,178731,혼합,5060세대,대만
32,현대백화점신촌점,서울특별시,서대문구,37.55590560311389,126.93559038706536,POI122,신촌 스타광장,0.153,쇼핑,백화점,178395,실내,3040세대,"중국, 일본, 홍콩"
33,현대백화점미아점,서울특별시,성북구,37.608121450299,127.028688147988,POI026,미아사거리역,0.587,쇼핑,백화점,177658,실내,3040세대,"중국, 일본, 홍콩"
34,서울남부터미널,서울특별시,서초구,37.4845690145566,127.015553408181,POI018,교대역,0.921,기타관광,교통시설,173892,혼합,전연령,공통(전체)
35,롯데백화점강남점,서울특별시,강남구,37.496959490738,127.053281143657,POI034,선릉역,0.921,쇼핑,백화점,166202,실내,3040세대,"중국, 일본, 홍콩"
36,반포한강공원,서울특별시,서초구,37.51081992690844,126.99716104081192,POI095,반포한강공원,0.0,문화관광,도시공원,165654,실외,3040세대,대만
37,헌릉과 인릉,서울특별시,서초구,37.4653644311783,127.082087774919,POI112,청계산,3.027,역사관광,역사유적지,164529,실외,5060세대,공통(전체)
38,서울숲,서울특별시,성동구,37.5443222301513,127.037617759165,POI101,서울숲공원,0.0,문화관광,도시공원,161659,실외,전연령,대만
39,현대시티아울렛동대문점,서울특별시,중구,37.5687810426011,127.00769716004,POI083,DDP(동대문디자인플라자),0.264,쇼핑,쇼핑몰,160087,실내,3040세대,"중국, 일본, 미국, 홍콩"
40,경복궁,서울특별시,종로구,37.577613288258206,126.97689786832184,POI008,경복궁,0.0,역사관광,역사유적지,144699,실외,5060세대,공통(전체)
41,롯데백화점영등포점,서울특별시,영등포구,37.5160148076443,126.907291953523,POI074,영등포 타임스퀘어,0.329,쇼핑,백화점,143723,실내,3040세대,"중국, 일본, 홍콩"
42,현대시티아울렛가산점,서울특별시,금천구,37.47761260585893,126.88904132794366,POI013,가산디지털단지역,0.642,쇼핑,쇼핑몰,142250,실내,3040세대,"중국, 일본, 미국, 홍콩"
43,뚝섬한강공원,서울특별시,광진구,37.5292974433415,127.06892112991,POI093,뚝섬한강공원,0.0,문화관광,도시공원,139998,실외,3040세대,대만
44,서울월드컵경기장,서울특별시,마포구,37.56825003712418,126.89724365713197,POI106,월드컵공원,0.563,문화관광,레저스포츠시설,139329,혼합,전연령,"미국, 홍콩"
45,서울식물원,서울특별시,강서구,37.5693958477101,126.835037244018,POI032,서울식물원·마곡나루역,0.766,문화관광,테마공원,138257,혼합,3040세대,미국
46,신세계백화점타임스퀘어점,서울특별시,영등포구,37.51719015109776,126.90556661901638,POI074,영등포 타임스퀘어,0.145,쇼핑,백화점,137202,실내,3040세대,"중국, 일본, 홍콩"
47,현대시티아울렛가든파이브점,서울특별시,송파구,37.4778901289148,127.1245100023732,POI048,장지역,0.169,쇼핑,쇼핑몰,127958,실내,3040세대,"중국, 일본, 미국, 홍콩"
48,국립현대미술관서울관,서울특별시,종로구,37.578627489574416,126.9800979573524,POI129,송현녹지광장,0.27,문화관광,전시시설,124570,실내,3040세대,"중국, 일본, 미국"
49,동대문종합시장,서울특별시,종로구,37.5704208594994,127.00761809158269,POI024,동대문역,0.3,쇼핑,시장,120054,혼합,5060세대,대만
50,전쟁기념관,서울특별시,용산구,37.53740658828956,126.97851355798178,POI030,삼각지역,0.593,문화관광,전시시설,119824,실내,3040세대,"중국, 일본, 미국"
51,경동시장,서울특별시,동대문구,37.579039740933176,127.03943411053308,POI045,왕십리역,1.987,쇼핑,시장,118921,혼합,5060세대,대만
52,갤러리아백화점명품관EAST,서울특별시,강남구,37.5279118499337,127.041664158304,POI071,압구정로데오거리,0.256,쇼핑,백화점,117301,실내,3040세대,"중국, 일본, 홍콩"
53,NC백화점신구로점,서울특별시,구로구,37.50114804483891,126.88274690675226,POI020,구로역,0.247,쇼핑,백화점,111845,실내,3040세대,"중국, 일본, 홍콩"
54,가든파이브툴,서울특별시,송파구,37.47861200208638,127.1191059298178,POI048,장지역,0.624,쇼핑,쇼핑몰,111257,실내,3040세대,"중국, 일본, 미국, 홍콩"
55,잠실야구장,서울특별시,송파구,37.5121513808403,127.071909507224,POI109,잠실종합운동장,0.289,문화관광,레저스포츠시설,110427,혼합,전연령,공통(전체)
56,코엑스마곡,서울특별시,강서구,37.56628382605159,126.82625380079358,POI032,서울식물원·마곡나루역,0.087,문화관광,전시시설,109904,실내,3040세대,"중국, 일본, 미국"
57,가락몰,서울특별시,송파구,37.49368048279799,127.11636617870109,POI058,가락시장,0.48,쇼핑,시장,108838,혼합,5060세대,대만
58,팔각정북악스카이,서울특별시,종로구,37.601590273158,126.980658058024,POI066,북촌한옥마을,2.234,문화관광,랜드마크관광,108590,혼합,전연령,공통(전체)
59,망원시장,서울특별시,마포구,37.55588596472472,126.90626589039096,POI094,망원한강공원,0.719,쇼핑,시장,108300,혼합,5060세대,대만
60,뉴코아아울렛강남점,서울특별시,서초구,37.5092141277711,127.0075779358868,POI017,고속터미널역,0.562,쇼핑,대형마트,106483,실내,3040세대,"중국, 일본, 미국, 홍콩"
61,롯데백화점미아점,서울특별시,강북구,37.6145351293218,127.030530000346,POI026,미아사거리역,0.145,쇼핑,백화점,105942,실내,3040세대,"중국, 일본, 홍콩"
62,국립극장,서울특별시,중구,37.5528192329617,126.999569956338,POI091,남산공원,0.905,문화관광,공연시설,105134,실내,전연령,"중국, 홍콩"
63,봉은사,서울특별시,강남구,37.51551811418552,127.05771026736105,POI109,잠실종합운동장,1.355,역사관광,종교성지,104640,혼합,5060세대,공통(전체)
64,갤러리아백화점명품관WEST,서울특별시,강남구,37.52842774945761,127.04014394421372,POI071,압구정로데오거리,0.205,쇼핑,백화점,103274,실내,3040세대,"중국, 일본, 홍콩"
65,망원한강공원,서울특별시,마포구,37.5517245459018,126.900027640945,POI094,망원한강공원,0.0,문화관광,도시공원,103223,실외,3040세대,대만
66,롯데백화점건대스타시티점,서울특별시,광진구,37.538995238639366,127.07140800638,POI015,건대입구역,0.25,쇼핑,백화점,101706,실내,3040세대,"중국, 일본, 홍콩"
67,롯데백화점관악점,서울특별시,동작구,37.49046944308605,126.92497457633762,POI123,보라매공원,0.503,쇼핑,백화점,100070,실내,3040세대,"중국, 일본, 홍콩"
68,고척스카이돔,서울특별시,구로구,37.49821220764421,126.8670889679075,POI086,고척돔,0.0,문화관광,레저스포츠시설,99532,혼합,전연령,공통(전체)
69,수협강서수산시장,서울특별시,강서구,37.55300984724581,126.81872489641066,POI061,김포공항,1.54,쇼핑,시장,98156,혼합,5060세대,대만
70,롯데백화점에비뉴엘월드타워점,서울특별시,송파구,37.51291415254413,127.10182758798274,POI119,잠실역,0.148,쇼핑,백화점,92393,실내,3040세대,"중국, 일본, 홍콩"
71,NC백화점불광점,서울특별시,은평구,37.60970999608246,126.92892083370587,POI043,연신내역,1.26,쇼핑,백화점,92126,실내,3040세대,"중국, 일본, 홍콩"
72,원그로브,서울특별시,강서구,37.5608755521499,126.824696534035,POI032,서울식물원·마곡나루역,0.65,쇼핑,쇼핑몰,90721,실내,3040세대,"중국, 일본, 미국, 홍콩"
73,잠원한강공원,서울특별시,강남구,37.5273338139916,127.019046713623,POI111,잠원한강공원,0.0,문화관광,도시공원,88296,실외,3040세대,대만
74,마리오아울렛3관,서울특별시,금천구,37.4785062262483,126.8850818753139,POI013,가산디지털단지역,0.3,쇼핑,쇼핑몰,88170,실내,3040세대,"중국, 일본, 미국, 홍콩"
75,YTN서울타워,서울특별시,용산구,37.55127433407266,126.9882079935398,POI091,남산공원,0.168,문화관광,랜드마크관광,87469,혼합,전연령,공통(전체)
76,두산타워,서울특별시,중구,37.569015228962165,127.00873856787334,POI083,DDP(동대문디자인플라자),0.228,쇼핑,쇼핑몰,86701,실내,3040세대,"중국, 일본, 미국, 홍콩"
77,북서울꿈의숲,서울특별시,강북구,37.62360650548208,127.04157251496886,POI096,북서울꿈의숲,0.0,문화관광,도시공원,84895,실외,전연령,대만
78,광장시장,서울특별시,종로구,37.570033672535104,126.9989416227693,POI116,익선동,0.892,쇼핑,시장,83512,혼합,5060세대,대만
79,마포농수산물시장,서울특별시,마포구,37.5648030101604,126.89849571788136,POI106,월드컵공원,0.194,쇼핑,시장,82514,혼합,5060세대,대만
80,SETEC,서울특별시,강남구,37.49566837669793,127.07192988655852,POI109,잠실종합운동장,2.106,문화관광,전시시설,82485,실내,3040세대,"중국, 일본, 미국"
81,마리오아울렛1관,서울특별시,금천구,37.47807301962545,126.88713677551053,POI013,가산디지털단지역,0.472,쇼핑,쇼핑몰,81729,실내,3040세대,"중국, 일본, 미국, 홍콩"
82,잠실한강공원,서울특별시,송파구,37.5177992564873,127.082357837214,POI110,잠실한강공원,0.0,문화관광,도시공원,80541,실외,3040세대,대만
83,평화의공원,서울특별시,마포구,37.5624708313012,126.89494717019,POI106,월드컵공원,0.25,문화관광,도시공원,79579,실외,3040세대,대만
84,보라매공원,서울특별시,동작구,37.49328307697023,126.92051756183096,POI123,보라매공원,0.0,문화관광,도시공원,79554,실외,3040세대,대만
85,가든파이브웍스,서울특별시,송파구,37.4779070880379,127.122941940305,POI048,장지역,0.297,쇼핑,쇼핑몰,76392,실내,3040세대,"중국, 일본, 미국, 홍콩"
86,행복한백화점,서울특별시,양천구,37.5291695563344,126.875991974195,POI125,안양천,0.547,쇼핑,백화점,75696,실내,3040세대,"중국, 일본, 홍콩"
87,NC백화점송파점,서울특별시,송파구,37.47760249113567,127.12556546623983,POI048,장지역,0.127,쇼핑,백화점,75467,실내,3040세대,"중국, 일본, 홍콩"
88,롯데월드아쿠아리움,서울특별시,송파구,37.51345035417074,127.1047985815314,POI119,잠실역,0.403,문화관광,테마공원,72941,실내,3040세대,미국
89,가락수산시장,서울특별시,송파구,37.4938884413034,127.110927336635,POI058,가락시장,0.0,쇼핑,시장,71326,혼합,5060세대,대만
90,2001아울렛중계점,서울특별시,노원구,37.64121847799476,127.06789362719232,POI096,북서울꿈의숲,3.034,쇼핑,대형마트,70943,실내,3040세대,"중국, 일본, 미국, 홍콩"
91,아이파크몰고척점,서울특별시,구로구,37.498666972176224,126.85910418250997,POI086,고척돔,0.706,쇼핑,백화점,70265,실내,3040세대,"중국, 일본, 홍콩"
92,블루스퀘어,서울특별시,용산구,37.5408611480276,127.002548167462,POI004,이태원 관광특구,0.803,문화관광,공연시설,69364,실내,전연령,"중국, 홍콩"
93,밀리오레동대문점,서울특별시,중구,37.5681358776753,127.00845774761,POI083,DDP(동대문디자인플라자),0.166,쇼핑,쇼핑몰,68334,실내,3040세대,"중국, 일본, 미국, 홍콩"
94,마장축산물시장,서울특별시,성동구,37.57068418982381,127.04127141025155,POI045,왕십리역,1.11,쇼핑,시장,62494,혼합,5060세대,대만
95,노들섬,서울특별시,용산구,37.51766013568054,126.95803386590158,POI092,노들섬,0.0,자연관광,자연경관(하천/해양),59180,실외,전연령,공통(전체)
96,LG아트센터서울,서울특별시,강서구,37.56536922310509,126.82927805089568,POI032,서울식물원·마곡나루역,0.211,문화관광,공연시설,57375,실내,전연령,"중국, 홍콩"
97,북악스카이웨이,서울특별시,종로구,37.6008508210671,126.977084328853,POI066,북촌한옥마을,2.228,기타관광,데이트코스,56953,혼합,1020세대,공통(전체)
98,남산케이블카,서울특별시,중구,37.55658072049463,126.98403099725546,POI060,광장(전통)시장,0.634,기타관광,기타관광,56070,혼합,전연령,공통(전체)
99,건영백화점,서울특별시,노원구,37.63885416776575,127.06491735757224,POI096,북서울꿈의숲,2.665,쇼핑,백화점,55843,실내,3040세대,"중국, 일본, 홍콩"
100,진관사,서울특별시,은평구,37.638037472559056,126.946885657783,POI043,연신내역,3.089,역사관광,종교성지,55649,혼합,5060세대,공통(전체)
101,메가박스코엑스,서울특별시,강남구,37.5127460688163,127.05884035234268,POI034,선릉역,1.265,문화관광,공연시설,55307,실내,전연령,"중국, 홍콩"
102,인서울27골프클럽,서울특별시,강서구,37.54671776022477,126.79583202505604,POI061,김포공항,1.464,레저스포츠,육상레저스포츠,55286,실외,전연령,공통(전체)
103,남대문시장,서울특별시,중구,37.55918176072071,126.9776267740439,POI060,광장(전통)시장,0.0,쇼핑,시장,55137,혼합,5060세대,대만
104,조계사,서울특별시,종로구,37.57395881968132,126.98185608504004,POI129,송현녹지광장,0.29,역사관광,종교성지,51627,혼합,5060세대,공통(전체)
105,하늘공원,서울특별시,마포구,37.5685396959502,126.886883825534,POI090,난지한강공원,1.008,문화관광,도시공원,51291,실외,3040세대,대만
106,서대문자연사박물관,서울특별시,서대문구,37.57675225819506,126.9378580557404,POI128,홍제폭포,0.449,문화관광,전시시설,50793,실내,3040세대,"중국, 일본, 미국"
107,한가람미술관,서울특별시,서초구,37.47997780900099,127.01275310481252,POI018,교대역,1.423,문화관광,전시시설,48956,실내,3040세대,"중국, 일본, 미국"
108,광화문,서울특별시,종로구,37.57596445980707,126.97685309595217,POI008,경복궁,0.183,역사관광,역사유적지,48580,실외,5060세대,공통(전체)
109,방산종합시장,서울특별시,중구,37.5687380431333,127.000783298778,POI083,DDP(동대문디자인플라자),0.823,쇼핑,시장,47487,혼합,5060세대,대만
110,샤롯데씨어터,서울특별시,송파구,37.51064272274346,127.09971395114384,POI119,잠실역,0.3,문화관광,공연시설,47483,실내,전연령,"중국, 홍콩"
111,예술의전당오페라하우스,서울특별시,서초구,37.4793614002782,127.013806705374,POI018,교대역,1.488,문화관광,공연시설,47392,실내,전연령,"중국, 홍콩"
112,롯데시네마월드타워,서울특별시,송파구,37.51391518913642,127.10489198216072,POI119,잠실역,0.417,문화관광,공연시설,47128,실내,전연령,"중국, 홍콩"
113,난지한강공원,서울특별시,마포구,37.5670399093241,126.875607758973,POI090,난지한강공원,0.0,문화관광,도시공원,45997,실외,3040세대,대만
114,제일평화시장,서울특별시,중구,37.5684671956842,127.011409859939,POI002,동대문 관광특구,0.149,쇼핑,시장,45980,혼합,5060세대,대만
115,국립항공박물관,서울특별시,강서구,37.55686858966058,126.80886929349872,POI061,김포공항,0.573,문화관광,전시시설,45780,실내,3040세대,"중국, 일본, 미국"
116,롯데콘서트홀,서울특별시,송파구,37.513989875871125,127.10500067293846,POI119,잠실역,0.427,문화관광,공연시설,45750,실내,전연령,"중국, 홍콩"
117,세빛섬,서울특별시,서초구,37.51233177478449,126.99588851601666,POI095,반포한강공원,0.202,자연관광,자연경관(하천/해양),45484,실외,전연령,공통(전체)
118,4.19기념탑,서울특별시,강북구,37.6485438930722,127.006853259378,POI036,수유역,2.026,역사관광,역사유물,45424,실외,5060세대,공통(전체)
119,현대백화점디큐브시티점,서울특별시,구로구,37.50896082578093,126.88946205849577,POI038,신도림역,0.163,쇼핑,백화점,44962,실내,3040세대,"중국, 일본, 홍콩"
120,이촌한강공원,서울특별시,용산구,37.5172404421072,126.970526590861,POI108,이촌한강공원,0.0,문화관광,도시공원,44186,실외,3040세대,대만
121,도선사,서울특별시,강북구,37.65525781433737,126.98969514390689,POI036,수유역,3.698,역사관광,종교성지,44159,혼합,5060세대,공통(전체)
122,충무아트센터,서울특별시,중구,37.5660161094843,127.014809694016,POI002,동대문 관광특구,0.394,문화관광,공연시설,44085,실내,전연령,"중국, 홍콩"
123,독산동우시장,서울특별시,금천구,37.4668250895607,126.896288415097,POI013,가산디지털단지역,1.93,쇼핑,시장,42872,혼합,5060세대,대만
124,디오트쇼핑몰,서울특별시,중구,37.56913716276681,127.0147786176072,POI002,동대문 관광특구,0.172,쇼핑,쇼핑몰,41762,실내,3040세대,"중국, 일본, 미국, 홍콩"
125,구여의도백화점,서울특별시,영등포구,37.5207930811953,126.926910266919,POI105,여의도한강공원,0.955,쇼핑,쇼핑몰,41438,실내,3040세대,"중국, 일본, 미국, 홍콩"
126,AK플라자홍대,서울특별시,마포구,37.55780854901018,126.92640783829827,POI055,홍대입구역(2호선),0.254,쇼핑,백화점,41175,실내,1020세대,"중국, 일본, 홍콩"
127,북한산성,서울특별시,은평구,37.6550491553884,126.94941654084,POI043,연신내역,4.701,역사관광,역사유적지,41129,실외,5060세대,공통(전체)
128,국립국악원예악당,서울특별시,서초구,37.4776139259987,127.008732436066,POI018,교대역,1.742,문화관광,공연시설,41108,실내,전연령,"중국, 홍콩"
129,수유시장,서울특별시,강북구,37.6307995708701,127.023445986404,POI036,수유역,0.809,쇼핑,시장,40962,혼합,5060세대,대만
130,롯데월드어드벤쳐,서울특별시,송파구,37.51113059993883,127.09811980036908,POI119,잠실역,0.306,문화관광,테마공원,40870,혼합,3040세대,미국
131,송파책박물관,서울특별시,송파구,37.49888597821397,127.10438467827208,POI058,가락시장,0.801,문화관광,전시시설,40651,실내,3040세대,"중국, 일본, 미국"
132,용산가족공원,서울특별시,용산구,37.52186591898916,126.9828336430597,POI089,국립중앙박물관·용산가족공원,0.382,문화관광,도시공원,40403,실외,3040세대,대만
133,길상사,서울특별시,성북구,37.5989608321893,126.994401452213,POI054,혜화역,1.995,역사관광,종교성지,39850,혼합,5060세대,공통(전체)
134,리움미술관M1,서울특별시,용산구,37.5385510053389,126.998805159048,POI004,이태원 관광특구,0.424,문화관광,전시시설,39318,실내,3040세대,"중국, 일본, 미국"
135,서울상상나라,서울특별시,광진구,37.5508665042994,127.077592558039,POI100,서울대공원,0.253,문화관광,전시시설,39297,실내,3040세대,"중국, 일본, 미국"
136,타임스트림,서울특별시,관악구,37.48388636094257,126.93034045502552,POI039,신림역,0.067,쇼핑,쇼핑몰,39148,실내,3040세대,"중국, 일본, 미국, 홍콩"
137,용산전자상가,서울특별시,용산구,37.53384901059405,126.96534500004176,POI046,용산역,0.422,쇼핑,기타쇼핑시설,39067,혼합,전연령,대만
138,고척근린공원,서울특별시,구로구,37.50516842310723,126.8523004708702,POI086,고척돔,1.517,문화관광,도시공원,38453,실외,3040세대,대만
139,스타필드코엑스몰,서울특별시,강남구,37.51292301614309,127.05813242827703,POI034,선릉역,1.238,쇼핑,쇼핑몰,37988,실내,3040세대,"중국, 일본, 미국, 홍콩"
140,대한민국예술인센터,서울특별시,양천구,37.5270197270103,126.870909193573,POI125,안양천,0.949,문화관광,기타문화관광지,37411,실내,1020세대,일본
141,청량리청과물시장,서울특별시,동대문구,37.579857810991975,127.04213573949934,POI056,회기역,1.785,쇼핑,시장,37291,혼합,5060세대,대만
142,고려대아이스링크,서울특별시,성북구,37.5935052668056,127.026156353393,POI035,성신여대입구역,0.798,레저스포츠,육상레저스포츠,37218,실외,전연령,공통(전체)
143,송파근린공원,서울특별시,송파구,37.5064642263697,127.109480174623,POI119,잠실역,1.116,문화관광,도시공원,37138,실외,3040세대,대만
144,성대전통시장,서울특별시,동작구,37.49921279804766,126.93085773571458,POI123,보라매공원,1.126,쇼핑,시장,36303,혼합,5060세대,대만
145,양화한강공원,서울특별시,영등포구,37.5378083426973,126.90293825104,POI103,양화한강공원,0.0,문화관광,도시공원,36241,실외,3040세대,대만
146,세이브존노원점,서울특별시,노원구,37.6367213528516,127.068431092244,POI096,북서울꿈의숲,2.779,쇼핑,대형마트,36055,실내,3040세대,공통(전체)
147,CGV왕십리,서울특별시,성동구,37.56178346423727,127.0379502399087,POI045,왕십리역,0.094,문화관광,공연시설,35890,실내,전연령,"중국, 홍콩"
148,서서울호수공원,서울특별시,양천구,37.5283197900701,126.830251743957,POI117,신정네거리역,2.19,문화관광,도시공원,35740,실외,3040세대,대만
149,KT&G상상마당홍대,서울특별시,마포구,37.5510088755674,126.921068533254,POI053,합정역,0.596,문화관광,기타문화관광지,35122,혼합,1020세대,일본
150,롯데백화점에비뉴엘본점,서울특별시,중구,37.56420056646383,126.98172036429938,POI003,명동 관광특구,0.352,쇼핑,백화점,34845,실내,3040세대,"중국, 일본, 홍콩"
151,DDP패션몰,서울특별시,중구,37.5673174505789,127.012156747242,POI083,DDP(동대문디자인플라자),0.198,쇼핑,쇼핑몰,34057,실내,1020세대,"중국, 일본, 미국, 홍콩"
152,압구정로데오거리,서울특별시,강남구,37.5267558230172,127.039152029523,POI071,압구정로데오거리,0.0,문화관광,테마공원,33948,혼합,3040세대,미국
153,파크하비오워터킹덤,서울특별시,송파구,37.48020993737845,127.12478406415195,POI048,장지역,0.214,문화관광,테마공원,33749,혼합,3040세대,미국
154,난지천공원,서울특별시,마포구,37.57213335842017,126.88740136782069,POI084,DMC(디지털미디어시티),1.096,문화관광,도시공원,33247,실외,3040세대,대만
155,금남시장,서울특별시,성동구,37.54845261293641,127.02271403358448,POI107,응봉산,0.628,쇼핑,시장,33162,혼합,5060세대,대만
156,CGV영등포,서울특별시,영등포구,37.5175176380239,126.902756404631,POI074,영등포 타임스퀘어,0.106,문화관광,공연시설,33012,실내,전연령,"중국, 홍콩"
157,푸른수목원,서울특별시,구로구,37.4839833354275,126.82541340864,POI086,고척돔,4.003,자연관광,자연공원,32625,실외,전연령,공통(전체)
158,낙산공원,서울특별시,종로구,37.58056966858,127.007521763748,POI054,혜화역,0.518,문화관광,도시공원,32405,실외,3040세대,대만
159,우리금융아트홀,서울특별시,송파구,37.516745478832,127.125014546617,POI127,올림픽공원,0.561,문화관광,공연시설,32350,실내,전연령,"중국, 홍콩"
160,비트플렉스,서울특별시,성동구,37.5619276331273,127.037920885416,POI045,왕십리역,0.103,쇼핑,쇼핑몰,31838,실내,3040세대,"중국, 일본, 미국, 홍콩"
161,KBS아레나,서울특별시,강서구,37.55675871689889,126.84796255512904,POI027,발산역,0.926,문화관광,공연시설,31520,실내,전연령,"중국, 홍콩"
162,문래근린공원,서울특별시,영등포구,37.5167423988842,126.89394350263,POI074,영등포 타임스퀘어,0.883,문화관광,도시공원,31234,실외,3040세대,대만
163,반포종합운동장,서울특별시,서초구,37.5005898033655,126.99416679144956,POI017,고속터미널역,1.062,문화관광,도시공원,30816,실외,전연령,대만
164,스타시티,서울특별시,광진구,37.54087472047698,127.07141432484828,POI015,건대입구역,0.202,쇼핑,쇼핑몰,30651,실내,3040세대,"중국, 일본, 미국, 홍콩"
165,신라면세점서울점,서울특별시,중구,37.55715368072247,127.00772991666388,POI083,DDP(동대문디자인플라자),1.132,쇼핑,면세점,30334,실내,전연령,중국
166,태릉국제스케이트장,서울특별시,노원구,37.6387325406583,127.102912252306,POI096,북서울꿈의숲,5.657,레저스포츠,육상레저스포츠,29829,실외,전연령,공통(전체)
167,남성사계시장,서울특별시,동작구,37.48829161501821,126.98188247854831,POI051,총신대입구(이수)역,0.334,쇼핑,시장,29825,혼합,5060세대,대만
